Timestamp,Transcript
[00:00:16]:,User starts with reading the prompt note
[00:00:56]:,Still reading the prompt
[00:01:17]:,"""I'm thinkiing what to start with"""
[00:01:31]:,"Picking the last document in bottom right with title ""May 2011. DHS Foils Plot"""
[00:01:28]:,User changed the topic: (Looking for information on radioactive and network of dread) [bottom-up]
[00:01:53]:,"Highlighting ""detonate a dirty bomb"""
[00:01:58]:,"Highlighting ""Network of Dread"""
[00:02:20]:,"Highlighting "" radioactive material """
[00:02:21]:,"""So it involves radioactive"""
[00:02:33]:,"""here is a name"""
[00:02:34]:,"Highlighting ""Bruno Eggleston"""
[00:03:11]:,"""Let's look for this guys name"""
[00:03:16]:,"Searching for ""Bruno eggleston"""
[00:03:56]:,"Searching for ""radioactive material"""
[00:03:59]:,"Searching for ""radioactive"""
[00:04:10]:,"Searching for ""Network of Dread"""
[00:04:18]:,"Picking a document in title ""May 2011 Overseas Terror Group Threatens Press"""
[00:04:20]:,Making connection between two documents
[00:04:32]:,"Highlighting "" threatening email"""
[00:04:40]:,"Highlighting ""VastPress"""
[00:05:37]:,"""These two also have same time frame in 2011. So maybe connected"""
[00:06:08]:,"Searching for ""DHS"""
[00:06:11]:,"Searching for ""radiation"""
[00:06:14]:,"Searching for ""radiat"""
[00:06:19]:,"Searching for ""Bomb"""
[00:06:25]:,Looking through titles
[00:06:43]:,"Picking a document from search results in title ""March 2011. Hollywood Hopefuls Look Hard At Turner's New Line Cinema"""
[00:07:47]:,"Picking a document in title ""March 2011. Not All Security Levels Are Created Equal """
[00:07:45]:,User changed the topic: (Information on bombs and psychobrotherhood) [bottom-up]
[00:08:10]:,"Highlighting ""bombing of Pan Am Flight 566"""
[00:08:53]:,"Highlighting ""airports are likely to have special bomb-detection units"""
[00:09:28]:,"Highlighting ""US airport. by contrast"""
[00:10:03]:,"Picking a document in title ""May 2011. Bomb Makers Apprehended """
[00:10:12]:,"Highlighting ""Psychobrotherhood"""
[00:10:22]:,"Highlighting ""Ciminally Insane"""
[00:10:47]:,"Searching for ""psychobrotherhood"""
[00:11:02]:,"Searching for ""criminally"""
[00:11:23]:,"Highlighting ""several explosive devices"" in the last article"
[00:12:12]:,"Searching for ""Vastpress"""
[00:12:10]:,User changed the topic: (Looking for events related to Vastpress and mice) [bottom-up]
[00:12:23]:,Looking through titles
[00:12:37]:,"Picking a document in title ""May 2011. Boatmen's Bancshares Inc's stock price surged """
[00:12:56]:,"Picking a document in title ""May 2011. threatening emails sent to VastPress"""
[00:13:10]:,"Highlighting ""Citizens for the Ethical Treatment of Lab Mice"""
[00:13:16]:,"Highlighting ""connected to the Brotherhood of Antarctica"""
[00:13:36]:,"Highlighting ""has been sending emails of a threatening nature to"""
[00:14:04]:,"""So. they're angry about mice"""
[00:14:15]:,"Highlighting ""The threats are rather strange. with the intent to ``free'' all mice in the city and use humans for experimental purposes"""
[00:14:22]:,Making connection between mice documents and first group
[00:14:27]:,Looking through titles
[00:13:55]:,Looking at old artticles and new articles
[00:16:00]:,"""I'm not sure these articles are relevant. I'm going to try different search term"""
[00:16:09]:,"Searching for ""Mice"""
[00:16:25]:,"Searching for ""brotherhood of antarctica"""
[00:16:55]:,"Searching for ""Bomb"""
[00:17:07]:,"Picking a document in title ""May 2011. Explosives Traces Are Said To Be Found in Antarctica Airlines """
[00:17:26]:,"Highlighting ""Antarctica Airlines flight"""
[00:17:37]:,"Highlighting ""Bomb"""
[00:17:59]:,"Highlighting ""PETN. a component of some plastic explosives"""
[00:19:02]:,user puts the document aside as a separeted group
[00:19:05]:,"Searching for ""antarctica"""
[00:19:02]:,User changed the topic: (Looking for events around Antarctica Airline) [bottom-up]
[00:19:19]:,"Picking a document in title ""May 2011. US Antiterrorism Effort Is Flawed. as Threat Grows """
[00:19:49]:,"Highlighting ""Antarctica Airlines flight"""
[00:20:20]:,"Highlighting ""Sen Ricki Dow of Indiana have led the effort to focus political attention on the threat of terrorism"""
[00:21:13]:,"Highlighting ""Arizona paramilitary group called the Viper Militia"""
[00:21:55]:,Still reading the document
[00:22:31]:,"Highlighting ""Jamila S Doak. deputy US attorney general. said the one-year effort deserves the ``same level of urgency'' as the Manhattan Project"""
[00:22:51]:,Making connection between this documents and previous Antractical article. second group of documents
[00:23:14]:,"Picking a document in title ""May 2011. Alleged Trade Center Bomber Convicted of Plotting Air """
[00:23:41]:,"Highlighting ""unsuccessful bombing conspiracy along with two accomplices"""
[00:24:00]:,Still reading the document
[00:24:21]:,Still reading the document
[00:24:39]:,"""Not related to the other ones"""
[00:24:47]:,"Picking a document in title ""April 2011. Investigators Question Passengers On Previous Leg of Antarctica Airlines Flight"""
[00:25:06]:,Still reading the document
[00:25:43]:,Still reading the document
[00:26:00]:,Still reading the document
[00:26:22]:,Still reading the document
[00:26:32]:,"Highlighting ""Antarctica Airlines flight"""
[00:26:39]:,"Highlighting ""bodies raised the total to 204"""
[00:26:58]:,"Highlighting ""interviewing all the passengers"""
[00:27:29]:,Making connection between this documents and Antractica Airline group
[00:27:38]:,"Picking a document in title ""May 2011. US Antiterrorism Effort Is Flawed. as Threat Grows"""
[00:28:03]:,Still reading the document
[00:28:32]:,Still reading the document
[00:28:52]:,Still reading the document
[00:29:06]:,"""Not usfull"""
[00:29:10]:,"Writing a new note, Note 1: ""- Antarctica Flight- Crashed- Could be from bomb,missile, or mechanical failure- 204 dead, many missing"""
[00:30:52]:,Making connection between the note and Antractica Airline articles group
[00:31:11]:,"Writing a new note, Note 2: ""- VastPress is often sent threatening emails- One group suspected of sending emails attempted to detonate bomb in a American city"""
[00:33:02]:,Making a connection between note 2 and first group of documents
[00:33:24]:,Looking through titles
[00:33:36]:,"Picking a document in title ""April 2011. South Korean Police Siege on University Students Continues"""
[00:33:32]:,User changed the topic: (Looking for terrorist groups overseas) [bottom-up]
[00:33:54]:,"Highlighting ""bloody and violent protests"""
[00:33:58]:,"Highlighting ""1000 students"""
[00:34:14]:,"Highlighting ""Seoul"""
[00:34:55]:,"Highlighting ""pro-unification rally"""
[00:35:20]:,"""I want to know who they are. but It's not in the Vastopolis area. so may not be relevant"""
[00:36:00]:,So many documents comes up and looking through topics
[00:36:26]:,User changed the topic: (Looking for terrorist groups near Vastopolis) [bottom-up]
[00:36:30]:,"Picking a document in title ""May 2011. City Threat Level Increased"""
[00:36:40]:,"Highlighting ""increase threat of an attack"""
[00:36:51]:,"Highlighting ""Vastopolis"""
[00:37:11]:,"Highlighting ""terrorists"""
[00:37:17]:,Puts the document aside
[00:37:30]:,User changed the topic: (Looking at sports information) [bottom-up]
[00:37:33]:,"Picking a document in title "" April 2011. Games Committee Is Concerned Over the Number of Foul-Ups"""
[00:38:06]:,Still reading the document
[00:38:39]:,"Highlighting ""ACOG-IBM"""
[00:38:46]:,"Highlighting ""severe delays or simply failed to provide data for their own records"""
[00:39:04]:,"Searching for ""ACOG"""
[00:39:09]:,"Searching for ""IBM"""
[00:39:16]:,"Picking a document in title ""May 2011. Open tennis championships Selecting a Tennis Racket Can Be a Game of Inches """
[00:39:39]:,"Picking a document in title ""April 2011. NCR. IBM Are Awarded Contracts by Post Office"""
[00:40:00]:,"Picking a document in title ""April 2011. Major Indexes Drop Further As Vastsoft Continues to Fall"""
[00:40:36]:,Making connection between two documents
[00:40:46]:,"Highlighting ""Xylan"""
[00:40:51]:,"Highlighting ""IBM"""
[00:41:14]:,"Searching for ""olympic"""
[00:41:24]:,Looking at highlighted words to find search terms
[00:41:32]:,"Searching for ""IGC"""
[00:41:46]:,"Searching for ""IOC"""
[00:41:51]:,"Picking a document in title ""April 2011. Games Committee Is Concerned Over the Number of Foul-Ups"""
[00:42:10]:,Still reading the document
[00:42:39]:,Still reading the document
[00:43:20]:,"""Threre couple of threads so far. There's quiet a bit information about this Antractica Airlines that crash but there's no for sure cause for it just afew suspects."""
[00:43:37]:,"""Then there's also a dirty bomb"""
[00:43:59]:,Looking through titles
[00:44:04]:,"Picking a document in title ""April 2011. Bomb Blast Kills Nine"""
[00:44:02]:,User changed the topic: (Looking for bombings and threats) [bottom-up]
